title,content,fact_check_url,news_url,label
Pentagon confirms coronavirus accidentally got into chemtrail supply train.,washington dc the pentagon has issued an indefinite hold order to all military air wings and airlines to immediately stop spraying chemtrails until it can be determined how the covid-19 virus found its way into the chemtrail fluid supply. according to an unofficial pentagon source speaking on the condition of anonymity the entire chemtrail program is on hold until we can figure out who coughed onto a batch of chemicals being manufactured at one of our suppliers factories. news of this. ,https://leadstories.com/hoax-alert/2020/04/fact-check-pentagon-did-not-confirm-coronavirus-accidentally-got-into-chemtrail-supply-chain.html,http://aviationdaily.news/2020/04/11/pentagon-confirms-coronavirus-accidently-got-into-chemtrail-supply-chain-spraying-is-suspended/?fbclid=IwAR0CPQYXS4X5bvJs-jQ5Gegio7cF7wyN9bop9peVMcy09KMvGQ9s6t72bYk,0
"ÒChurch services canÕt resume until weÕre all vaccinated, says Bill Gates.Ó",bill gates the microsoft founder who is currently worth approximately 102 billion dollars is spending a fortune on eugenics and sterilization around the world. for gates vaccines seem to be his solution for the greatest problem in his view that existspeople. as you can see in the video below gates lauds vaccines as a way to limit the human population. notice that after claiming the earth must see a zero co2 impact from humanity by limiting services to zero gates claims that part o. ,https://www.politifact.com/factchecks/2020/apr/13/blog-posting/no-bill-gates-didnt-say-no-church-services-until-e/,https://pulpitandpen.org/2020/04/09/church-services-cant-resume-until-were-all-vaccinated-says-bill-gates/,0
CDC admitted to lying about COVID-19 death stats.,can any government statistics on covid-19 deaths be trusted. it is an open question now that we are learning that the highly respected world class centers for disease control and prevention cdc has been lying to us. this revelation comes a few days after i wrote here at american thinker that new york city was lying about covid-19 deaths. the normal rules about reporting deaths have been violated by that city in the rush to inflate the body count presumably to steer more taxpayer money to t. ,https://leadstories.com/hoax-alert/2020/04/fact-check-cdc-did-not-confess-to-lying-about-covid-19-death-numbers.html,https://www.americanthinker.com/articles/2020/04/the_cdc_confesses_to_lying_about_covid19_death_numbers.html?fbclid=IwAR1G3BZwRF8jvn1AvTwgsqi9TUpWehz1eErf3yD_hkZcU9jIlNPwh0uvdVA,0
Top German virologist JŸrgen Rissland recommended drinking whiskey to combat COVID-19.,updated in keeping with facebook 's efforts to report fake news we have updated this article to include the doctor 's full statement. while the world health organization vehemently disagrees dr. juergen rissland a lead doctor at the institute for virology at saarland university hospital in germany went on the record to say drinking whiskey can protect against covid-19. and that is definitely one report we can all get behind. while appearing on the morning show dr. rissland was asked. ,https://leadstories.com/hoax-alert/2020/04/fact-check-a-top-german-doctor-recommends-whiskey-to-protect-against-covid-19.html,https://www.wearethemighty.com/MIGHTY-SURVIVAL/whiskey-protect-against-covid-19,0
"COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells. People are simply desaturating (losing O2 in their blood), and thatÕs what eventually leads to organ failures that kill them, not any form of ARDS or pneumonia.",this account is under investigation or was found in violation of the medium rules. there are thousands of stories to read on medium. visit our homepage to find one that s right for you. ,https://healthfeedback.org/claimreview/claim-that-sars-cov-2-binds-to-hemoglobin-in-red-blood-cells-unsupported-and-implausible-andrew-gaiziunas/,https://medium.com/@agaiziunas/covid-19-had-us-all-fooled-but-now-we-might-have-finally-found-its-secret-91182386efcb,0
COVID-19 vaccine trial killed 7 children in Senegal.,a youtube channel named anggies fam posted a video that has been uploaded on april 6 telling a story about seven children who died from coronavirus vaccination in senegal africa. in the video the woman stated today somebody called my husband a nurse. a nurse told my husband that seven infants have died in senegal due to this coronavirus vaccine. i just do nt know why you must collect this thing when you know that its not being tested. you want to use your people as guinea pigs or lab. ,https://www.factcheck.org/2020/04/false-claim-of-deadly-coronavirus-vaccine-trial-in-africa/,https://www.weblyf.com/2020/04/covid-19-vaccines-killed-seven-children-in-senegal-africa/?fbclid=IwAR0v-ujB5Epun2SsGqb3iLRpaTIL8KppyA0aqGOv1AyZQtuXTdGTGcXwuDg,0
U.S. Speaker of the House Nancy Pelosi said she wonÕt pass new economic stimulus package unless senior citizens are excluded.,no one knows why the democrats hate senior citizens so much. they do everything that they can to screw our nations retirees trying to screw them out of social security screw them out of medicare and now they want to screw them out of their stimulus checks. nancy pelosi and her colleagues have been endlessly stalling the stimulus bill. they filled it was so much pork that all that was left for the people was 1200 each. had it not been for all of her additions we would have been entitled t. ,https://leadstories.com/hoax-alert/2020/04/Fact-Check-Nancy-Pelosi-Did-NOT-Say-Stimulus-Won't-Pass-Unless-Seniors-Excluded.html,https://bustatroll.org/2020/04/09/pelosi-excludes-seniors/,0
5G exposure/radiation pollution compromises the structure and function of hemoglobin in cells and worsens COVID-19 pandemic.,natural news is 5 g to partially blame for coronavirus deaths. can 5 g cause the blood that s circulating in your body to be unable to carry oxygen. what s especially horrifying about the critical care of coronavirus patients is that they are nt suffering from viral pneumonia but rather from an inability to absorb or carry oxygen in the blood. this has been confirmed by nyc icu emergency physician cameron kyle sidell who has released several videos detailing how coronavirus is not a kind o. ,https://healthfeedback.org/claimreview/conspiracy-theorists-claim-that-5g-increases-vulnerability-to-covid-19-with-baseless-theory-that-it-affects-hemoglobin/,https://www.naturalnews.com/2020-04-06-5g-alter-hemoglobin-coronavirus-patients-oxygen-deprivation.html,0
The NBA is asking President Donald Trump to Òresign or weÕll never play again.Ó,the national basketball association recently suspended its season. at the time the reason given seemed justified given the emergence of covid-19 and that several players in the league have now tested positive. however it has been confirmed by anonymous sources that a league shutdown has been in the making for months and that they were simply looking for a good excuse to shut it all down. the players led by washington generals all star power forward art tubolls held a secret vote prior to t. ,https://www.politifact.com/factchecks/2020/apr/06/blog-posting/fake-news-website-republishes-satirical-story-abou/,https://www.newyorkonenews.com/nba-to-trump-resign-or-well-never-play-againusa-news/,0
New data shows that 21 million Chinese died from the coronavirus.,a new data intercepted by the united states reveals that 21 million people died in china from december 2019 to march 2020 us intelligence officials conclude in a classified report for the trump administration. the intelligence report stated that at least 20.9 million of the deaths were linked to coronavirus. according to the us the intercepted data that shows that china underreported its coronavirus infections and deaths was validated for a second time when it tallied with a data released by. ,https://leadstories.com/hoax-alert/2020/04/fact-check-new-data-does-not-reveal-that-21-million-chinese-died-of-coronavirus.html,https://n5ti.com/21-million-chinese-died-of-coronavirus-us-intelligence-officials-intercept-data/,0
"Ron Johnson said Americans should go back to work, because Òdeath is an unavoidable part of life.Ó","ron johnson americans should go back to work because death is an unavoidable part of life "". ",https://www.politifact.com/factchecks/2020/apr/01/facebook-posts/ron-johnson-say-americans-back-work-coronavirus/,https://mavenroundtable.io/theintellectualist/news/ron-johnson-americans-should-go-back-to-work-death-is-an-cG1Rs0X86kK4KNPYbD1GKg,0
"Big Pharma, Dr. Anthony Fauci and Bill Gates want to ban hydroxychoroquine.",why big pharma fauci and bill gates want to ban hydroxychloroquine a democratic michigan state lawmaker has credited president trump 's publicizing of the anti malarial drug hydroxychloroquine with saving her life after her health plummeted when she contracted coronavirus. state rep. karen whitsett of detroit told the ingraham angle on monday that if it was n't for trump pushing the drug through the food and drug administration 's approval process for off label use and touting it repeatedl. ,https://leadstories.com/hoax-alert/2020/04/Fact-Check-No-Deep-State-Operators-Trying-To-Ban-Hydroxychloroquine.html,http://drcarolehhaynes.com/index.php/articles/government/364-why-big-pharma-fauci-and-bill-gates-want-to-ban-hydroxychloroquine?fbclid=IwAR0qAL40ZUtDgMVBKwV3FuwOc4SfLLkXluG3aa8i5pbiQO53H6xJAfg9KP4,0
Photo on biography of a boy who died from coronavirus.,leeann jemmott wiki leeann jemmott bio leeann jemmott is best known as the partner of fred the godson. who died on april 22 2020 of the .... ,https://leadstories.com/hoax-alert/2020/04/fact-check-photo-on-biography-of-boy-who-died-of-coronavirus-is-NOT-ismail-mohamed-abdulwahab.html,https://wikitrusted.com/who-is-who-is-ismail-mohamed-abdulwahab-died-wiki-bio-age/,0
"ÒWe were slow with the testing, but very quick with the travel ban. And thatÕs been much more critical in saving lives.Ó",this is a rush transcript from the five march 31 2020. this copy may not be in its final form and may be updated. dana perino fox news anchor hello everyone. i 'm dana perino along with greg gutfeld juan williams jesse watters and dagen mcdowell. it is 5:00 in new york city. this is the five. all right happy tuesday the president and the coronavirus task force they are set to hold another briefing as the pandemic in america gets deadlier by the minute. we 'll take you to the white. ,https://www.politifact.com/factchecks/2020/apr/03/jesse-watters/are-covid-19-travel-restrictions-more-critical-sav/,https://www.foxnews.com/transcript/gutfeld-on-the-media-and-the-virus,0
"ÒNow, theyÕre doing tests on airlines Ñ very strong tests Ñ for getting on, getting off. TheyÕre doing tests on trains Ñ getting on, getting off.Ó",the president thank you very much everybody. thank you. so america continues to wage all out war to defeat the virus this horrible horrible virus. you see how terrible it is especially when you look at the numbers from yesterday. and we explained why were extending our nationwide guidelines to slow the spread by 30 days. together we have the power to save countless lives. were attacking the virus on every front with social distancing economic support for our workers rapid medical int. ,https://www.politifact.com/factchecks/2020/apr/06/donald-trump/donald-trump-wrong-about-covid-19-testing-airplane/,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-16/,0
"The army is patrolling all the streets, towns and villages in Ireland.",when you register you agree to our terms of use and privacy policy. ,https://leadstories.com/hoax-alert/2020/03/Fact-Check-Students-Do-NOT-Have-To-Repeat-Their-Current-Grades-Due-To-Coronavirus.html,https://introtimes.com/vip/1047840/sc-gov-declares-students-to-repeat-their-current-grade-this-august-99442,0
Whether microwaving face masks sanitizes them.,with masks in short supply many people are being forced to re use masks. that means the idea of microwaving masks has gone from a crazy sounding idea to a critically practical question. another reason this question is critical smart air tests found that washing n95 masks with soap and water cut particle capture effectiveness by 21. other tests found that even just dipping in alcohol no rubbing involved harmed performance. to get to the bottom of it smart air was dumb enough to test it by. ,https://leadstories.com/hoax-alert/2020/04/Fact-Check-Microwaving-Masks-In-Plastic-Bags-Is-NOT-Safe-Way-To-Sterilize-Them.html,https://smartairfilters.com/en/blog/microwaving-masks-disinfect-covid-virus/,0
"President Donald Trump claims he ÒdidnÕt say thatÓ some of the medical equipment that governors are requesting, they donÕt actually need.",the president thank you very much. appreciate everybody being here. beautiful day in the rose garden. tremendous distance between chairs. social distancing. you practice it very well. we appreciate it. that s great. i want to start today by highlighting several critical developments on both the testing and treatment that will help us win our war against the coronavirus. on friday the fda authorized a new test developed by abbott labs that delivers lightning fast results in as little as five. ,https://www.politifact.com/factchecks/2020/mar/30/donald-trump/reporter-was-right-trump-did-question/,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-14/,0
ÒQueen Elizabeth tests positive for COVID-19.Ó,earlier today it was rumoured that queen elizabeth ii had tested positive for the novel coronavirus while many uk media outlets have kept silent. in a new press release the buckingham palace has confirmed that the queen of the united kingdom has indeed tested positive. the 93-year old could have come into contact with british prime minister boris johnson who tested positive yesterday. the royal palace said in the statement hmq has also tested positive and is currently self isolating at wi. ,https://www.politifact.com/factchecks/2020/apr/02/blog-posting/no-reports-queen-elizabeth-tested-positive-covid-1/,https://gossipblend.com/queen-elizabeth-tests-positive-for-covid-19/?fbclid=IwAR1i8ffe4JIoDlauZy8QU73aVx1fdAZFIFxkwO5-WVmxJ78z1bWseyCflUM,0
"Boil weed and ginger for COVID-19 victims, and the virus will vanish.",correction this article has been updated to reflect new facts the claim that weed and ginger cures coronavirus made by the president of the rastafarian association of ghana has been debunked by independent fact checkers at science feedback health feedback who found their claim to be false and unsupported by available facts. there is no evidence supporting the claim that marijuana or ginger has beneficial effects for covid-19 treatment or cure. the world health organization who has stated. ,https://healthfeedback.org/claimreview/no-marijuana-and-ginger-have-not-been-shown-to-cure-covid-19/,https://www.nsemwoha.com/boil-weed-and-ginger-for-covid-19-victims-the-virus-will-vanish-rastafarian-prez-to-nana-akufo-addo/,0
ÒTheyÕre furloughing nurses in hospitals in western New York state.Ó,the u.s. has become the new global epicenter of the coronavirus pandemic as cases in the country surpass italy and china. as the numbers climb state and local officials worry about the amount of life saving equipment such as ventilators they will have access to at the worst of the pandemic. u.s. surgeon general vadm dr. jerome adams joins cbs this morning to address public fears claiming projections that reflect a severe lack of ventilators are based on worst case scenarios. ,https://www.politifact.com/factchecks/2020/apr/02/jerome-adams/hospitals-refute-surgeon-generals-claim-about-nurs/,https://www.cbsnews.com/video/surgeon-general-jerome-adams-coronavirus-projections-based-on-worst-case-scenario/,0
Whether coronavirus began with man having sex with a bat.,chinese health authorities have confirmed the identity of the patient zero from whom the first case of coronavirus has originated. yin dao tang 24 from the province of hubei is the first case of the novel coronavirus that emerged on november 17 according to chinese government data. tang is believed to have contracted the disease after indulging in sexual acts with several animals including bats. chinese officials have warned to temporarily abstain from having sexual contact with any anim. ,https://leadstories.com/hoax-alert/2020/03/Fact-Check-Coronavirus-'Patient-Zero'-Is-NOT-A-Man-Who-Had-Sex-With-A-Bat.html,https://worldnewsdailyreport.com/covid-19-chinese-health-authorities-confirm-patient-zero-had-sex-with-bats/?fbclid=IwAR0GdjfrxAuy3b8Mxgsv6E6jNTer72PwCbfvcYC1uPO2YZMnbCFj-10QaSQ,0
ÒHereÕs the problem Ñ we are testing people for any strain of a coronavirus Ñ not specifically for COVID-19. There are no reliable tests for a specific COVID-19 virus.Ó,the following is from a medical forum. the writer who is a widely respected professional scientist in the us prefers to stay anonymous because presenting any narrative different than the official one can cause you a lot of stress in the toxic environment caused by the scam which surrounds covid-19 these days. julian rose i work in the healthcare field. heres the problem we are testing people for any strain of a coronavirus. not specifically for covid-19. there are no reliable tests for a. ,https://healthfeedback.org/claimreview/pcr-tests-for-covid-19-are-specific-for-the-novel-coronavirus-sars-cov-2-and-do-not-detect-other-coronaviruses-contrary-to-claims-in-viral-article-and-video/,https://www.globalresearch.ca/manufactured-pandemic-testing-people-any-strain-coronavirus-not-specifically-covid-19/5707781,0
NY banned cigarette sales because of the coronavirus.,governor andrew cuomo is considering a temporary six week ban on the sale of combustible cigarettes in order to reduce the states coronavirus death count a source familiar with his thinking tells the chronicle. the ban could come as soon as monday and is expected to be included in a budget measure already scheduled to be announced. new data out of italy suggest that the nations whopping coronavirus death rate now approaching 10 of those who test positive is highly correlated to cigarett. ,https://leadstories.com/hoax-alert/2020/04/fact-check-15.html,https://buffalochronicle.com/2020/03/27/cuomo-considers-banning-cigarette-sales-for-six-weeks-amid-coronavirus-outbreak/,0
"ÒThere was no effortÓ to get American experts into China after it announced the coronavirus, and Òwe had one person in-country (and Trump) pulled him out of the country.Ó",this is a rush transcript. this copy may not be in its final form and may be updated. 20:00:15 anderson cooper cnn host and good evening. i 'm anderson cooper. welcome to a special cnn coronavirus town hall with democratic presidential candidate and former vice president joe biden. this is obviously not our typical town hall format. for obvious reasons we have no audience. i 'm in a small remote studio in new york. the camera is robotically controlled. and vice president. ,https://www.politifact.com/factchecks/2020/apr/03/joe-biden/whats-true-whats-not-bidens-attacks-trump-and-gett/,http://transcripts.cnn.com/TRANSCRIPTS/2003/27/se.01.html,0
If Queen Elizabeth II tested positive for coronavirus.,united kingdom- queen elizabeth ii has tested positive for the novel coronavirus buckingham palace confirmed in a shocking release a few minutes after prime minister boris johnson revealed he tested positive for coronavirus. news of the queen testing positive for covid-19 does not come as a surprise since there was a possibility that she could have been exposed by the virus during one of her weekly meetings with prime minister boris johnson who tested positive an hour ago. buckingham palace r. ,https://leadstories.com/hoax-alert/2020/03/fact-check-queen-elizabeth-ii-did-not-test-positive-for-coronavirus.html,http://ucrtv.com/royal-palace-confirms-queen-elizabeth-tests-positive-for-coronavirus/,0
"Speaking of his restriction on travel from China, President Donald Trump claims",bernie on coronavirus casualties may be even higher than what armed forces experienced in ww ii vermont senator bernie sanders weighed in on the ongoing coronavirus outbreak across the united states this week telling reporters the casualties could be higher than what the armed forces experienced in the second world war. in terms of potential deathsthe crisis we face is on a scale of a major warwe also have to face the truth and that is that the number of casualties may actually be e. ,https://www.politifact.com/factchecks/2020/mar/27/donald-trump/fact-checking-whether-biden-called-trump-xenophobi/,https://hannity.com/media-room/exclusive-watch-sean-hannitys-full-interview-with-president-trump-here/?utm_source=socialflow,0
Congress included include a raise for themselves in the coronavirus stimulus package.,it looks like nothing was found at this location. maybe try a search. ,https://leadstories.com/hoax-alert/2020/03/Fact-Check-Congress-Did-NOT-Include-A-Raise-of-25-Million-For-Themselves-In-Stimulus.html,http://beingtexan.com/congress-wants-a-raise-as-part-of-coronavirus-bill/,0
President Donald Trump will announce that a scientist Òfinally found a vaccine to cure coronavirus.Ó,thumbs up to the scientist in the united states of america as they finally found vaccine to cure corona virus. the president of the united states of america will officially make the announcement about the vaccine to cure the virus on sunday. roche medical company will launch the vaccine on sunday. the virus who trump called the chinese virus will finally be a thing of the past as the americans have showed once again why they are world power. the vaccine is said to be an injection which after a. ,https://www.politifact.com/factchecks/2020/apr/01/blog-posting/spam-news-websites-spread-false-claim-about-corona/,http://opr.news/news/detail/c46361cb8a98f304102ec00836eaa5bd?product=news&fbclid=IwAR1vEtbb7jOhkp6QY9Wee2I14Yii51jiTBznA3BKVzlO_hl1Wpnd6Aoeh4o,0
Getting a flu shot increases the risk of coronavirus by 36%.,the medical community strongly advises the population to get a flu shot to help combat the epidemic of this coronavirus. honestly i never made any sense to me. it is two different types of viruses. so not now the flu shot works for all viruses. concerningly the latest research shows that getting the flu vaccine increases the risk of getting the coronavirus by 36. influenza vaccination and respiratory virus interference among department of defense personnel during the 2017 2018 influen. ,https://leadstories.com/hoax-alert/2020/03/fact-check-the-flu-shot-does-not-increase-by-36-the-risk-of-having-the-covid-19.html,http://www.drsergegregoire.com/vaccines/the-flu-shot-increases-by-36-the-risk-of-having-the-covid-19/,0
The CDC now says that the coronavirus can survive on surfaces for up to 17 days.,officers in protective gear enter the cruise ship diamond princess where 10 more people were tested positive for coronavirus on thursday to transfer a patient to the hospital after the ship arrived at daikoku pier cruise terminal in yokohama south of tokyo japan february 7 2020. coronavirus rna was found on surfaces aboard the diamond princess cruise ship up to 17 days after passengers disembarked lasting far longer on surfaces than previous research has shown according to new data publi. ,https://www.politifact.com/factchecks/2020/mar/26/facebook-posts/theres-no-evidence-covid-19-can-survive-surfaces-1/,https://www.cnbc.com/2020/03/23/cdc-coronavirus-survived-in-princess-cruise-cabins-up-to-17-days-after-passengers-left.html?fbclid=IwAR3--kgYC1zw2vBhthi2rUSAltyXurliWxeuWKZ0B2GgEt-iyZ0mmeqtSpA,0
"NY Governor Andrew Cuomo did not reject buying 16,000 ventilators in 2015.","update we have updated this post and added clarification below. life comes at you fast as the saying goes or as the case may be in this era of a viral pandemic death comes at you fast. sadly it is the latter for the citizens of new york who will pay the price for gov. andrew cuomos d 2015 decision to not fix a shortfall and buy the 16,000 ventilators to shore up the states stockpile in case of a pandemic. cuomo spent more money than the cost of the ventilators on a solar panel boondogg. ",https://leadstories.com/hoax-alert/2020/03/fact-check-ny-gov-cuomo-did-NOT-reject-buying-recommended-16000-ventilators-in-2015-for-pandemic.html,https://www.thegatewaypundit.com/2020/03/ny-gov-cuomo-rejected-buying-recommended-16000-ventilators-in-2015-for-pandemic-established-death-panels-and-lottery-instead/,0
"Tom Hanks died, confessed admiration for Trump.",prolific acting legend tom hanks passed away suddenly this morning. the cause of his death has not been released. hanks enjoyed a long and successful career. he was well liked by all those in the hollywood community and his movies were always well received by the public even the really crappy ones like castaway. his body of work will live on for decades to come. for the past several years hanks had been been very vocal with his opposition to president trump. he often called the president. ,https://hoax-alert.leadstories.com/3472051-fact-check-tom-hanks-did-not-pass-away-did-not-confess-admiration-for-trump.html,https://conservativetears.com/2020/03/22/tom-hanks-dead/,0
Joe Biden tested positive for coronavirus.,the page that you are looking for does not exist on this website. you may have accidentally mistype the page address or followed an expired link. anyway we will help you get back on track. why not try to search for the page you were looking for. ,https://hoax-alert.leadstories.com/3472020-Fact-Check-Joe-Biden-Did-NOT-Test-Positive-For-Coronavirus-As-African-Hoax-Website-Claims.html,http://ucrtv.com/usa-presidential-candidate-joe-biden-tests-positive-to-coronavirus/,0
BelgiumÕs health minister banned sex inside or with 3 or more people.,belgium health minister maggie de block has put a ban on all non essential sexual activities of persons 3 or greater in indoor areas. health minister de block announced today that effective immediately non essential sexual activities of 3 people or more are banned in belgium to combat the spread of covid-19. de block said she was forced to act swiftly because of belgiums reputation as being the beer drinking and group sex capital of europe. health minister de block did not ban single. ,https://leadstories.com/hoax-alert/2020/03/fact-check-belgium-health-minister-did-NOT-put-ban-on-non-essential-sexual-activities-of-persons-3-or-great.html,https://worldnewsdailyreport.com/belgium-health-minister-puts-ban-on-non-essential-sexual-activities-of-persons-3-or-greater-in-indoor-areas/,0
ÒFish tank additive may treat coronavirus.Ó,click here to access the online public inspection file viewers with disabilities can get assistance accessing this station 's fcc public inspection file by contacting the station with the information listed below. questions or concerns relating to the accessibility of the fcc 's online public file system should be directed to the fcc at 888 225 5322 888 835 5322 tty or fccinfo@fcc.gov. ,https://www.politifact.com/factchecks/2020/mar/24/blog-posting/drinking-chloroquine-fish-tank-cleaner-wont-stop-c/,https://www.valleynewslive.com/content/news/Old-drug-new-tricks-being-tested-to-treat-coronavirus-568976771.html,0
Fox News won Pulitzer for coronavirus coverage.,hannity laura and the whole gang over at fox news are in for a maga surprise. it has just been announced that they are winning one of the most coveted awards in journalism the pulitzer. oh the liberal media is going to be kicking dirt about this one. this accolade is specific to their fair and balanced coverage of the crisis. the network has been on the ball through this entire ordeal making sure the public is educated on the dangers of the current crisis. joe barron chairman of the. ,https://hoax-alert.leadstories.com/3472017-fact-check-fox-news-did-not-win-pulitzer-prize-for-reporting-during-crisis.html,https://dailyworldupdate.us/fox-news-wins-pulitzer-prize-for-reporting-during-crisis/,0
